,Country Name,Country Code,Indicator Name,Indicator Code,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,last
8068,East Asia & Pacific,EAS,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,,44352225.0,44637833.0,42082763.0,39643452.0,37442401.0,35825074.0,34040270.0,33656659.0,32623291.0,31585927.0,30637011.0,26983717.0,22841438.0,22530043.0,22077010.0,21296148.0,20431244.0,19584132.0,18294161.0,17005124.0,16024308.0,8681675.0,8325688.0,7974173.0,7872782.0,7743917.0,7577097.0,7229117.0,7044602.0,6848837.0,7065237.0,6116653.0,4722872.0,4802522.0,4901425.0,6309424.0,6034988.0,5775109.0,4858706.0,4580080.0,4423048.0,4274610.0,4218255.0,4064061.0,4064061.0
8069,East Asia & Pacific,EAS,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,,33084633.0,33293195.0,31342580.0,29407278.0,27596094.0,26211530.0,24618370.0,24271282.0,23363319.0,22438545.0,21559453.0,19325631.0,15864644.0,15474906.0,14993208.0,14288455.0,13545847.0,12833094.0,11877383.0,10937951.0,10235476.0,5172098.0,4899177.0,4611354.0,4578182.0,4411424.0,4265169.0,3972452.0,3914956.0,3752574.0,3890128.0,3267422.0,2473258.0,2457486.0,2473910.0,3173020.0,3015253.0,2828285.0,2330997.0,2234406.0,2133350.0,2043044.0,1990767.0,1903518.0,1903518.0
8070,East Asia & Pacific,EAS,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,,11267592.0,11344638.0,10740183.0,10236174.0,9846307.0,9613544.0,9421900.0,9385376.0,9259973.0,9147382.0,9077558.0,7658086.0,6976795.0,7055137.0,7083802.0,7007693.0,6885397.0,6751038.0,6416778.0,6067174.0,5788831.0,3509578.0,3426511.0,3362818.0,3294599.0,3332493.0,3311928.0,3256664.0,3129646.0,3096263.0,3175109.0,2849231.0,2249614.0,2345035.0,2427515.0,3136404.0,3019735.0,2946824.0,2527710.0,2345673.0,2289698.0,2231566.0,2227488.0,2160543.0,2160543.0
9220,East Asia & Pacific (excluding high income),EAP,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,,75.43652,75.40966,75.34515,75.09094,74.6566,74.14495,73.31609,73.11994,72.63744,72.07912,71.42426,72.79498,70.60869,69.80889,68.99777,68.14066,67.29178,66.45729,65.78951,65.11214,64.59285,60.13336,59.34818,58.06505,58.42263,57.36525,56.61601,55.08288,55.60896,54.78333,55.14758,53.45972,52.43734,51.23662,50.46908,50.3116,49.98309,48.90837,48.07021,49.10255,48.51587,48.06143,47.42609,47.06603,47.06603
9221,East Asia & Pacific (excluding high income),EAP,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,,41852234.0,42211054.0,39726137.0,37338886.0,35173970.0,33583890.0,31825988.0,31459419.0,30438230.0,29402773.0,28431435.0,24896452.0,20799538.0,20476846.0,20029639.0,19270030.0,18452606.0,17656713.0,16481851.0,15314486.0,14430148.0,7191248.0,6879476.0,6662062.0,6619848.0,6507800.0,6382499.0,6121845.0,6002321.0,5845973.0,6113841.0,5213225.0,3885392.0,3970111.0,3963701.0,5290764.0,5055512.0,4832162.0,4104328.0,3857113.0,3727674.0,3601603.0,3561360.0,3431103.0,3431103.0
9222,East Asia & Pacific (excluding high income),EAP,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,,31571870.0,31831211.0,29931719.0,28038119.0,26259689.0,24900759.0,23333570.0,23003110.0,22109550.0,21193260.0,20306941.0,18123366.0,14686282.0,14294659.0,13820003.0,13130726.0,12417087.0,11734173.0,10843329.0,9971589.0,9320843.0,4324339.0,4082844.0,3868329.0,3867489.0,3733215.0,3613516.0,3372088.0,3337828.0,3202619.0,3371635.0,2786976.0,2037396.0,2034151.0,2000444.0,2661868.0,2526901.0,2363332.0,1972959.0,1893941.0,1808513.0,1730982.0,1689014.0,1614884.0,1614884.0
9223,East Asia & Pacific (excluding high income),EAP,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,,10280363.0,10379843.0,9794419.0,9300767.0,8914281.0,8683131.0,8492419.0,8456310.0,8328680.0,8209513.0,8124494.0,6773085.0,6113256.0,6182187.0,6209636.0,6139304.0,6035519.0,5922540.0,5638521.0,5342897.0,5109305.0,2866909.0,2796632.0,2793732.0,2752359.0,2774585.0,2768982.0,2749757.0,2664493.0,2643355.0,2742206.0,2426249.0,1847996.0,1935961.0,1963257.0,2628896.0,2528611.0,2468831.0,2131369.0,1963172.0,1919160.0,1870621.0,1872346.0,1816219.0,1816219.0
10373,East Asia & Pacific (IDA & IBRD),TEA,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,,75.43636,75.4095,75.34498,75.09075,74.65639,74.14474,73.31587,73.11973,72.63722,72.07891,71.42405,72.79473,70.60844,69.80866,68.99755,68.14045,67.29158,66.4571,65.78932,65.11195,64.59265,60.13311,59.34794,58.06484,58.4224,57.36505,56.61583,55.08273,55.60879,54.78318,55.14743,53.45959,52.43723,51.23649,50.46896,50.31151,49.98301,48.9083,48.07007,49.10228,48.51561,48.06118,47.42587,47.06582,47.06582
10374,East Asia & Pacific (IDA & IBRD),TEA,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,,41852522.0,42211340.0,39726425.0,37339177.0,35174266.0,33584188.0,31826287.0,31459718.0,30438527.0,29403067.0,28431725.0,24896736.0,20799816.0,20477115.0,20029902.0,19270293.0,18452866.0,17656968.0,16482099.0,15314727.0,14430383.0,7191476.0,6879694.0,6662270.0,6620048.0,6507991.0,6382680.0,6122018.0,6002486.0,5846130.0,6113990.0,5213367.0,3885525.0,3970241.0,3963824.0,5290881.0,5055624.0,4832270.0,4104452.0,3857252.0,3727811.0,3601739.0,3561494.0,3431236.0,3431236.0
10375,East Asia & Pacific (IDA & IBRD),TEA,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,,31572021.0,31831360.0,29931866.0,28038267.0,26259837.0,24900909.0,23333720.0,23003261.0,22109701.0,21193410.0,20307089.0,18123512.0,14686425.0,14294799.0,13820141.0,13130864.0,12417224.0,11734308.0,10843461.0,9971718.0,9320967.0,4324458.0,4082957.0,3868437.0,3867591.0,3733312.0,3613608.0,3372174.0,3337910.0,3202696.0,3371708.0,2787045.0,2037462.0,2034212.0,2000501.0,2661922.0,2526953.0,2363381.0,1973013.0,1893999.0,1808570.0,1731038.0,1689069.0,1614939.0,1614939.0
10376,East Asia & Pacific (IDA & IBRD),TEA,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,,10280501.0,10379981.0,9794559.0,9300910.0,8914429.0,8683279.0,8492566.0,8456457.0,8328826.0,8209658.0,8124636.0,6773224.0,6113391.0,6182316.0,6209761.0,6139429.0,6035642.0,5922660.0,5638638.0,5343009.0,5109416.0,2867018.0,2796737.0,2793834.0,2752457.0,2774679.0,2769073.0,2749843.0,2664576.0,2643434.0,2742282.0,2426323.0,1848063.0,1936029.0,1963323.0,2628959.0,2528671.0,2468889.0,2131439.0,1963253.0,1919241.0,1870700.0,1872425.0,1816297.0,1816297.0
12679,Europe & Central Asia,ECS,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,,,,,,,,,,,,,,,,65.99971,65.73473,60.94496,60.41127,59.86601,59.29403,58.7646,58.17594,56.89886,55.97885,60.70778,60.53186,61.46015,60.9348,60.28024,60.50285,59.97887,60.26962,59.98557,58.4734,57.22288,55.13058,54.4483,54.164,53.99723,52.63483,52.51639,50.91141,50.63138,50.41265,50.41265
12680,Europe & Central Asia,ECS,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,,,,,,,,,,,,,,,,1323253.0,1292399.0,1437171.0,1405807.0,1375963.0,1347368.0,1317488.0,1288584.0,1298041.0,1306745.0,1238364.0,1208182.0,1146237.0,1142317.0,1149085.0,1038599.0,1055243.0,978987.0,985990.0,728404.0,650735.0,603470.0,547371.0,500225.0,457758.0,430776.0,388217.0,363669.0,346324.0,328493.0,328493.0
12681,Europe & Central Asia,ECS,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,,,,,,,,,,,,,,,,873343.0,849555.0,875883.0,849266.0,823734.0,798909.0,774217.0,749646.0,738571.0,731501.0,751783.0,731335.0,704479.0,696069.0,692671.0,628382.0,632923.0,590032.0,591452.0,425922.0,372369.0,332696.0,298034.0,270942.0,247177.0,226738.0,203878.0,185149.0,175349.0,165602.0,165602.0
12682,Europe & Central Asia,ECS,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,,,,,,,,,,,,,,,,449910.0,442844.0,561288.0,556541.0,552229.0,548459.0,543272.0,538938.0,559471.0,575244.0,486581.0,476847.0,441758.0,446248.0,456414.0,410217.0,422320.0,388955.0,394538.0,302481.0,278366.0,270773.0,249337.0,229283.0,210581.0,204038.0,184339.0,178520.0,170975.0,162891.0,162891.0
13832,Europe & Central Asia (excluding high income),ECA,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,,,,,,,,,74.30403,74.1255,73.06273,71.97157,70.77987,69.47274,74.27285,72.99356,72.19556,71.25726,70.29993,69.29814,68.26505,67.35771,66.28485,65.75292,64.60611,72.78055,72.39469,71.85004,70.55463,68.92823,69.6019,68.81313,69.8033,69.79858,66.94574,66.37325,64.55914,63.32813,61.71103,60.79764,59.06535,57.48736,54.13601,51.85454,49.7792,49.7792
13833,Europe & Central Asia (excluding high income),ECA,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,,,,,,,,,1369830.0,1014548.0,1003196.0,984935.0,965285.0,944219.0,954080.0,932009.0,921022.0,906560.0,892010.0,878005.0,863648.0,846693.0,833855.0,800949.0,789077.0,710311.0,696625.0,688554.0,699493.0,720646.0,640269.0,634070.0,603958.0,579810.0,407249.0,350330.0,287127.0,244910.0,212926.0,189797.0,170262.0,137009.0,132689.0,121656.0,113517.0,113517.0
13834,Europe & Central Asia (excluding high income),ECA,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,,,,,,,,,1017839.0,752039.0,732962.0,708873.0,683228.0,655975.0,708623.0,680307.0,664937.0,645990.0,627083.0,608441.0,589570.0,570313.0,552719.0,526647.0,509792.0,516969.0,504319.0,494727.0,493525.0,496728.0,445639.0,436324.0,421583.0,404699.0,272636.0,232526.0,185367.0,155097.0,131399.0,115392.0,100566.0,78763.0,71832.0,63084.0,56508.0,56508.0
13835,Europe & Central Asia (excluding high income),ECA,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,,,,,,,,,351991.0,262509.0,270233.0,276062.0,282058.0,288244.0,245458.0,251703.0,256085.0,260570.0,264928.0,269564.0,274078.0,276380.0,281135.0,274302.0,279285.0,193343.0,192305.0,193828.0,205968.0,223917.0,194629.0,197747.0,182375.0,175111.0,134613.0,117805.0,101760.0,89813.0,81527.0,74405.0,69696.0,58246.0,60856.0,58572.0,57009.0,57009.0
14985,Europe & Central Asia (IDA & IBRD),TEC,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,,,,,,,,,73.67251,73.28834,72.25188,71.1774,70.00334,68.71792,73.27324,71.98597,71.17356,70.22323,69.25812,68.25575,67.2276,66.32524,65.28013,64.71358,63.01735,70.01399,69.56472,69.01225,67.83373,66.40939,66.68108,65.97617,66.73035,66.64987,65.10211,64.44,62.59025,61.34459,59.82574,58.98051,57.43037,55.87305,53.02813,51.03166,49.22738,49.22738
14986,Europe & Central Asia (IDA & IBRD),TEC,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,,,,,,,,,1409616.0,1054378.0,1043330.0,1025718.0,1006893.0,987917.0,999185.0,978555.0,968704.0,955335.0,942008.0,929073.0,915773.0,899477.0,886915.0,854151.0,878321.0,801857.0,788803.0,780816.0,793100.0,815170.0,735002.0,727276.0,695377.0,669098.0,453111.0,392287.0,325422.0,279963.0,244628.0,218398.0,196237.0,160751.0,154798.0,142468.0,133350.0,133350.0
14987,Europe & Central Asia (IDA & IBRD),TEC,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,,,,,,,,,1038499.0,772736.0,753826.0,730079.0,704859.0,678876.0,732135.0,704422.0,689461.0,670867.0,652417.0,634146.0,615652.0,596580.0,578979.0,552752.0,553495.0,561412.0,548729.0,538859.0,537990.0,541350.0,490107.0,479829.0,464027.0,445953.0,294985.0,252790.0,203683.0,171742.0,146351.0,128812.0,112700.0,89817.0,82086.0,72704.0,65645.0,65645.0
14988,Europe & Central Asia (IDA & IBRD),TEC,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,,,,,,,,,371116.0,281642.0,289505.0,295638.0,302034.0,309041.0,267050.0,274133.0,279243.0,284468.0,289591.0,294927.0,300121.0,302897.0,307936.0,301399.0,324827.0,240445.0,240074.0,241957.0,255111.0,273821.0,244895.0,247447.0,231349.0,223145.0,158126.0,139497.0,121740.0,108221.0,98278.0,89586.0,83538.0,70935.0,72711.0,69764.0,67705.0,67705.0
17291,Fragile and conflict affected situations,FCS,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,,,,,,,,,62.83358,62.74063,62.67936,62.64604,62.70158,62.70833,62.60801,62.45549,62.27792,61.97715,61.75109,61.62968,61.55234,61.27655,61.12733,61.31326,60.87127,61.70989,61.26683,60.86002,60.42624,60.57594,60.29048,60.06212,60.78979,60.705,60.27394,59.87396,59.37931,59.97601,59.7061,59.76842,59.05616,59.13023,58.78742,57.83131,57.57933,57.57933
17292,Fragile and conflict affected situations,FCS,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,,,,,,,,,19982692.0,20276553.0,20562810.0,20884367.0,20955888.0,21141955.0,21427721.0,21760543.0,22102420.0,22458380.0,22894280.0,22964074.0,23131620.0,23390403.0,23554326.0,23610224.0,23961272.0,27568607.0,28117230.0,28677042.0,29490523.0,29726744.0,30532730.0,30582025.0,34643097.0,34769585.0,36885028.0,37447732.0,37114578.0,35382637.0,35650198.0,35243548.0,37926927.0,35705987.0,35531342.0,38687663.0,39175162.0,39175162.0
17293,Fragile and conflict affected situations,FCS,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,,,,,,,,,12555840.0,12721637.0,12888638.0,13083228.0,13139672.0,13257767.0,13415469.0,13590653.0,13764928.0,13919065.0,14137468.0,14152684.0,14238052.0,14332832.0,14398130.0,14476197.0,14585531.0,17012555.0,17226535.0,17452853.0,17820015.0,18007255.0,18408330.0,18368214.0,21059467.0,21106875.0,22232060.0,22421440.0,22038380.0,21221093.0,21285341.0,21064511.0,22398185.0,21113030.0,20887960.0,22373582.0,22556796.0,22556796.0
17294,Fragile and conflict affected situations,FCS,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,,,,,,,,,7426852.0,7554916.0,7674171.0,7801139.0,7816216.0,7884188.0,8012252.0,8169889.0,8337492.0,8539315.0,8756812.0,8811390.0,8893567.0,9057571.0,9156196.0,9134027.0,9375740.0,10556051.0,10890695.0,11224188.0,11670508.0,11719489.0,12124400.0,12213811.0,13583630.0,13662710.0,14652968.0,15026292.0,15076198.0,14161544.0,14364857.0,14179037.0,15528742.0,14592956.0,14643381.0,16314081.0,16618366.0,16618366.0
18444,Heavily indebted poor countries (HIPC),HPC,"Youth illiterate population, 15-24 years, % female",UIS.LPP.AG15T24,,,,,,,,,,,,,,,,,59.65586,59.585,59.3718,59.28112,59.04994,58.80965,58.58937,58.36888,58.1006,57.86233,57.53849,57.28254,57.43418,57.59769,57.40058,56.89329,59.24871,59.02051,59.31661,58.87873,59.08726,58.87411,58.71545,58.75379,58.24447,57.56581,57.6189,57.49246,57.16818,56.75884,56.06175,55.51839,54.90731,54.44774,54.44774
18445,Heavily indebted poor countries (HIPC),HPC,"Youth illiterate population, 15-24 years, both sexes (number)",UIS.LP.AG15T24,,,,,,,,,,,,,,,,,25833542.0,26212441.0,26919431.0,27515977.0,28245519.0,29375829.0,30579798.0,31549701.0,32539678.0,33784664.0,34596557.0,35318508.0,36597803.0,37052582.0,37600834.0,38352221.0,37752242.0,38211606.0,37768074.0,39796536.0,42347745.0,41666128.0,42442062.0,43055516.0,42932832.0,41204702.0,40200745.0,40146037.0,40107182.0,40357041.0,40644052.0,40395107.0,40857997.0,41131918.0,41131918.0
18446,Heavily indebted poor countries (HIPC),HPC,"Youth illiterate population, 15-24 years, female (number)",UIS.LP.AG15T24.F,,,,,,,,,,,,,,,,,15411222.0,15618684.0,15982552.0,16311779.0,16678963.0,17275822.0,17916510.0,18415207.0,18905749.0,19548593.0,19906336.0,20231339.0,21019646.0,21341432.0,21583096.0,21819841.0,22367717.0,22552684.0,22402740.0,23431695.0,25022123.0,24530562.0,24920046.0,25296749.0,25006002.0,23719820.0,23163229.0,23080946.0,22928545.0,22906187.0,22785768.0,22426714.0,22434029.0,22395399.0,22395399.0
18447,Heavily indebted poor countries (HIPC),HPC,"Youth illiterate population, 15-24 years, male (number)",UIS.LP.AG15T24.M,,,,,,,,,,,,,,,,,10422320.0,10593757.0,10936879.0,11204198.0,11566556.0,12100006.0,12663288.0,13134495.0,13633928.0,14236071.0,14690221.0,15087169.0,15578156.0,15711150.0,16017737.0,16532381.0,15384525.0,15658922.0,15365334.0,16364842.0,17325622.0,17135566.0,17522016.0,17758767.0,17926830.0,17484882.0,17037516.0,17065092.0,17178637.0,17450854.0,17858284.0,17968393.0,18423968.0,18736519.0,18736519.0
