"CountryCode","SeriesCode","DESCRIPTION",
"IND","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"IRL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IRL","SP.POP.TOTL","Data source: Eurostat",
"IRL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"IRL","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"IRL","SP.DYN.TFRT.IN","Data source: Eurostat, Central Statistics Office Ireland",
"IRL","SP.DYN.CBRT.IN","Data source: Eurostat",
"IRL","SP.DYN.CDRT.IN","Data source: Eurostat",
"IRL","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"IRL","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"IRL","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects",
"IRN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"IRN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"IRN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"IRN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"IRN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"IRN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"IRN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"IRN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"IRN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"IRN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"IRQ","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"IRQ","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"IRQ","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"IRQ","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"IRQ","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"IRQ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"IRQ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"IRQ","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"IRQ","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"IRQ","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"ISL","SP.POP.TOTL","Data source: Eurostat, Statistics Iceland",
"ISL","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"ISL","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Iceland",
"ISL","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"ISL","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"ISL","SP.DYN.CDRT.IN","Data source: Eurostat",
"ISL","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects, Statistics Iceland",
"ISL","SP.DYN.CBRT.IN","Data source: Eurostat",
"ISL","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects, Statistics Iceland",
"ISL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ISR","SP.POP.TOTL","Data source: Central Bureau of Statistics",
"ISR","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"ISR","SP.DYN.TFRT.IN","Data source: Central Bureau of Statistics",
"ISR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"ISR","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"ISR","SP.DYN.CDRT.IN","Data source: Central Bureau of Statistics",
"ISR","SP.DYN.LE00.MA.IN","Data source: Central Bureau of Statistics",
"ISR","SP.DYN.CBRT.IN","Data source: Central Bureau of Statistics",
"ISR","SP.DYN.LE00.FE.IN","Data source: Central Bureau of Statistics",
"ISR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ITA","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"ITA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"ITA","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"ITA","SP.DYN.LE00.MA.IN","Data source: Eurostat, Italy National Statistical Institute",
"ITA","SP.DYN.LE00.FE.IN","Data source: Eurostat, Italy National Statistical Institute",
"ITA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"ITA","SP.POP.TOTL","Data source: Eurostat",
"ITA","SP.DYN.CBRT.IN","Data source: Eurostat",
"ITA","SP.DYN.TFRT.IN","Data source: Eurostat, Italy National Statistical Institute",
"ITA","SP.DYN.CDRT.IN","Data source: Eurostat",
"JAM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"JAM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"JAM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"JAM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"JAM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"JAM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"JAM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"JAM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"JAM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"JAM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"JOR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"JOR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"JOR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"JOR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"JPN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"JPN","SP.DYN.CBRT.IN","Data source: Ministry of Internal Affairs and Communications, Statistics Bureau; United Nations Population and Vital Statistics Report",
"JPN","SP.DYN.TFRT.IN","Data source: Ministry of Internal Affairs and Communications, Statistics Bureau",
"JPN","SP.DYN.CDRT.IN","Data source: Ministry of Internal Affairs and Communications, Statistics Bureau; United Nations Population and Vital Statistics Report",
"JPN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"JPN","SP.DYN.LE00.FE.IN","Data source: Ministry of Internal Affairs and Communications, Statistics Bureau",
"JPN","SP.DYN.LE00.MA.IN","Data source: Ministry of Internal Affairs and Communications, Statistics Bureau",
"JPN","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"JPN","SP.POP.TOTL","Data source: Statistics Bureau of Japan",
"JPN","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"KAZ","VC.IHR.PSRC.P5","Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series.",
"KAZ","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"KAZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KAZ","SP.POP.TOTL","Data source: Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KAZ","SP.DYN.LE00.MA.IN","Data source: Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.DYN.LE00.FE.IN","Data source: Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.DYN.CDRT.IN","Data source: Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.DYN.TFRT.IN","Data source: Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.DYN.CBRT.IN","Data source: Statistical Agency of Kazakhstan, United Nations World Population Prospects",
"KAZ","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KEN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KEN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KEN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"KEN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KEN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"KEN","SG.GEN.PARL.ZS","Situation for 1 January 2008 for directly elected members endorsed by the electoral commission. The additional twelve appointed seats and two ex-officio seats had yet to be filled.",
"KGZ","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KGZ","SP.DYN.LE00.FE.IN","Data source: National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KGZ","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KGZ","SP.DYN.TFRT.IN","Data source: TransMONEE, United Nations World Population Prospects",
"KGZ","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"KGZ","SP.DYN.LE00.MA.IN","Data source: National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.POP.TOTL","Data source: National Statistical Committee",
"KGZ","SP.DYN.CBRT.IN","Data source: National Statistics Committee, United Nations World Population Prospects",
"KGZ","SP.DYN.CDRT.IN","Data source: National Statistics Committee, United Nations World Population Prospects",
"KHM","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KHM","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"KHM","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KHM","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KHM","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KIR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"KIR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KIR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KIR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KNA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"KNA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KNA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KNA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KNA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KNA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KNA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KNA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KNA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KNA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KOR","SP.DYN.LE00.FE.IN","Data source: Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.DYN.CDRT.IN","Data source: Korean Statistical Information Service",
"KOR","SP.DYN.TFRT.IN","Data source: Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"KOR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KOR","SP.DYN.LE00.MA.IN","Data source: Korean Statistical Information Service, United Nations World Population Prospects",
"KOR","SP.DYN.CBRT.IN","Data source: Korean Statistical Information Service",
"KOR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KOR","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"KOR","SP.POP.TOTL","Data source: Korean Statistical Information Service",
"KWT","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"KWT","SG.GEN.PARL.ZS","No woman candidate was elected in the 2006 elections. However, one woman, appointed to the 16-member cabinet, is counted, because cabinet ministers also sit in parliament. In 2008, two women were appointed to the 16-member cabinet sworn in June 2008.",
"KWT","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"KWT","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"KWT","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"KWT","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"LAO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LAO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LAO","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"LAO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LAO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBN","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBN","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"LBN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBN","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"LBR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBR","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBR","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"LBR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBR","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBY","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LBY","SG.GEN.PARL.ZS","Following the popular uprising and protracted fighting that eventually ousted Col. Muammar Gaddafi, the General People's Congress - the unicameral parliament of the now defunct Libyan Arab Jamahiriya - has ceased to function. Parliamentary elections are expected to be held in 2012 under the supervision of the National Transitional Council, the interim government of the new Libya.",
"LBY","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"LBY","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LBY","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens.",
"LBY","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LBY","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LCA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"LCA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LCA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LCA","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LIE","SP.DYN.CBRT.IN","Data source: Eurostat",
"LIE","SP.DYN.LE00.MA.IN","Data source: Eurostat",
"LIE","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"LIE","SP.DYN.LE00.FE.IN","Data source: Eurostat",
"LIE","SP.DYN.TFRT.IN","Data source: Eurostat, Liechtenstein Bureau of Statistics",
"LIE","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LIE","SP.DYN.CDRT.IN","Data source: Eurostat",
"LIE","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LKA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"LKA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LKA","VC.IHR.PSRC.P5","Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series.",
"LKA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LKA","SP.POP.TOTL","Data source: Department of Census and Statistics Sri Lanka, United Nations World Population Prospects",
"LKA","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LKA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"LSO","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"LSO","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"LSO","SG.POP.MIGR.FE.ZS","Estimates were derived from data on foreign citizens. The number of refugees or persons in refugee-like situations as reported by the Office of the United Nations High Commissioner for Refugees (UNHCR) or, where appropriate, the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA) were added to the 2 estimates.",
"LTU","SP.DYN.CBRT.IN","Data source: Eurostat",
"LTU","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"LTU","SP.DYN.CDRT.IN","Data source: Eurostat",
"LTU","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Lithuania",
"LTU","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Lithuania",
"LTU","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Lithuania",
"LTU","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LTU","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"LTU","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"LTU","SP.POP.TOTL","Data source: Eurostat, Statistics Lithuania",
"LUX","SP.DYN.CBRT.IN","Data source: Eurostat",
"LUX","SP.DYN.CDRT.IN","Data source: Eurostat",
"LUX","SP.DYN.LE00.MA.IN","Data source: Eurostat, United Nations World Population Prospects",
"LUX","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LUX","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"LUX","SP.POP.TOTL","Data source: Eurostat",
"LUX","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"LUX","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"LUX","SP.DYN.LE00.FE.IN","Data source: Eurostat, United Nations World Population Prospects",
"LUX","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe, STATEC",
"LVA","SG.POP.MIGR.FE.ZS","Estimates were derived from data on the foreign-born population.",
"LVA","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"LVA","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org.",
"LVA","SP.POP.TOTL","Data source: Eurostat, Central Statistical Bureau of Latvia",
"LVA","SP.DYN.CBRT.IN","Data source: Eurostat",
"LVA","SP.DYN.LE00.FE.IN","Data source: Eurostat, Council of Europe, Central Statistical Bureau of Latvia",
"LVA","SP.DYN.CDRT.IN","Data source: Eurostat",
"LVA","SP.DYN.TFRT.IN","Data source: Eurostat, Council of Europe, Central Statistical Bureau of Latvia",
"LVA","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"LVA","SP.DYN.LE00.MA.IN","Data source: Eurostat, Council of Europe, Central Statistical Bureau of Latvia",
"MAC","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MAC","SP.POP.TOTL","Data source: United Nations World Population Prospects",
"MAC","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MAC","SG.POP.MIGR.FE.ZS","As of 20 December 1999, Macao became a Special Administrative Region (SAR) of China. Estimates were derived from data on the foreign-born population.",
"MAF","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects",
"MAF","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects",
